Municipio;Codigo;Orden;U. Genera;Ejecucion;Duracion Odt;latitud;longitud
TUQUERRES;305410;28290869;Facturacion;2023-09-08 13:48;00:41 Min;1.1005096;-77.6106468
IMUES;1036581;28290872;Facturacion;2023-09-08 11:13;00:58 Min;1.0505212;-77.4532725
TUQUERRES;302380;28290874;Facturacion;2023-09-08 08:35;00:25 Min;1.0863133;-77.6151362
SAPUYES;308908;28291205;Ges. Energetica;2023-09-08 14:17;01:33 Min;1.0164156;-77.6177785
MALLAMA;1265691;28292829;Facturacion;2023-09-13 14:54;00:29 Min;1.1900809;-77.9701237
TUQUERRES;8570609;28310510;Ges. Energetica;2023-09-09 11:55;00:46 Min;1.0869671;-77.6199208
TUQUERRES;8570610;28310529;Ges. Energetica;2023-09-09 10:23;01:22 Min;1.0868486;-77.6198611
TUQUERRES;8570611;28310547;Ges. Energetica;2023-09-15 10:22;01:38 Min;1.0888177;-77.618124
TUQUERRES;8570612;28310577;Ges. Energetica;2023-09-09 08:38;00:51 Min;1.0869172;-77.6199041
TUQUERRES;8570613;28310598;Ges. Energetica;2023-09-15 08:24;01:24 Min;1.0905783;-77.6229701
TUQUERRES;8570616;28310671;Ges. Energetica;2023-09-19 11:15;01:20 Min;1.2128935;-77.6276691
TUQUERRES;1051119;28310693;Control Perdidas;2023-09-07 15:55;00:41 Min;1.1230252981185913;-77.650634765625
TUQUERRES;1028541;28310704;Control Perdidas;2023-09-07 15:27;00:50 Min;1.0966233015060425;-77.61099243164062
GUACHUCAL;8570617;28310724;Ges. Energetica;2023-09-08 10:22;01:24 Min;0.9962878;-77.660336
TUQUERRES;329414;28310763;Facturacion;2023-09-12 09:01;01:46 Min;1.0923854;-77.5708105
MALLAMA;411886;28310863;Ges. Energetica;2023-09-11 10:37;02:53 Min;1.1904481;-77.9198148
TUQUERRES;303734;28310874;Ges. Energetica;2023-09-15 12:11;00:20 Min;1.0845785;-77.6145037
GUAITARILLA;8565837;28310941;Ges. Energetica;2023-09-12 11:31;01:04 Min;1.133599;-77.5510305
TUQUERRES;8569276;28311130;Facturacion;2023-09-08 09:14;01:20 Min;1.0899836;-77.6197765
GUAITARILLA;1250951;28311719;Ges. Energetica;2023-09-12 10:04;02:27 Min;1.1885464;-77.5568484
GUAITARILLA;314832;28311768;Facturacion;2023-09-12 15:54;01:33 Min;1.1985608;-77.5004683
TUQUERRES;1168351;28311769;Facturacion;2023-09-08 16:05;00:17 Min;1.1653801;-77.6118587
OSPINA;8536878;28313785;Facturacion;2023-09-14 10:03;00:48 Min;1.0585954;-77.5683547
TUQUERRES;8570667;28343593;Ges. Energetica;2023-09-12 15:55;00:40 Min;1.0704995393753052;-77.62715148925781
TUQUERRES;8570678;28344381;Ges. Energetica;2023-09-19 11:25;02:08 Min;1.090258;-77.6186312
TUQUERRES;1219251;28344464;Facturacion;2023-09-11 15:07;00:23 Min;1.0899866;-77.6260254
TUQUERRES;1111627;28348368;Ges. Energetica;2023-09-15 14:36;00:29 Min;1.090051;-77.6196561
TUQUERRES;8545250;28358377;Ges. Energetica;2023-09-15 10:36;00:41 Min;1.0914495;-77.6014018
GUAITARILLA;313410;28358765;Facturacion;2023-09-12 13:23;00:09 Min;1.1864034;-77.5518501
GUAITARILLA;313632;28358770;Facturacion;2023-09-12 13:56;00:44 Min;1.1746642;-77.5489057
TUQUERRES;306194;28358778;Facturacion;2023-09-13 12:56;00:36 Min;1.2098753;-77.6404498
TUQUERRES;1122525;28358801;Facturacion;2023-09-13 13:32;01:09 Min;1.2093609;-77.6389356
TUQUERRES;1020153;28358808;Facturacion;2023-09-13 14:49;01:12 Min;1.2084903;-77.6400227
TUQUERRES;1063075;28358815;Facturacion;2023-09-12 09:10;00:49 Min;1.0688724;-77.6562107
TUQUERRES;325810;28358832;Facturacion;2023-09-12 13:33;00:55 Min;1.0685616;-77.656943
ILES;415308;28358849;Ges. Energetica;2023-09-20 11:58;00:49 Min;0.962956;-77.5240798
RICAURTE;1088663;28358917;Ges. Energetica;2023-09-18 13:39;00:29 Min;1.2203587;-78.0072402
TUQUERRES;325822;28358922;Facturacion;2023-09-12 10:08;01:31 Min;1.0681786;-77.6568165
MALLAMA;1130766;28358923;Ges. Energetica;2023-09-18 15:59;00:56 Min;1.1669549;-77.9100841
SAPUYES;1195989;28358944;Ges. Energetica;2023-09-12 14:08;01:37 Min;1.0256409;-77.6284262
IMUES;8570918;28373862;Ges. Energetica;2023-09-13 09:07;01:34 Min;1.0847052;-77.5567034
TUQUERRES;8570920;28373890;Ges. Energetica;2023-09-19 15:38;00:55 Min;1.0943207;-77.6289858
TUQUERRES;1061527;28373978;Ges. Energetica;2023-09-15 10:38;02:05 Min;1.0499972;-77.614466
ILES;8529367;28374431;Facturacion;2023-09-14 14:59;00:32 Min;1.0112327;-77.5025056
TUQUERRES;304800;28374472;Facturacion;2023-09-13 10:34;00:22 Min;1.1131591;-77.6310375
TUQUERRES;305798;28374474;Facturacion;2023-09-13 11:03;01:14 Min;1.1136997;-77.6323217
TUQUERRES;305800;28374475;Facturacion;2023-09-13 09:39;00:51 Min;1.1133554;-77.6322432
TUQUERRES;1107556;28374477;Facturacion;2023-09-13 09:07;00:25 Min;1.1134595;-77.6328416
TUQUERRES;456978;28374479;Facturacion;2023-09-13 08:21;00:39 Min;1.1112693;-77.6355116
GUAITARILLA;314688;28374570;Facturacion;2023-09-18 13:28;00:36 Min;1.1831789;-77.496676
OSPINA;316546;28374712;Ges. Energetica;2023-09-13 17:23;02:17 Min;1.0182044;-77.5880681
TUQUERRES;1010691;28393517;Facturacion;2023-09-14 08:55;00:27 Min;1.0893838;-77.6256197
TUQUERRES;298968;28393674;Facturacion;2023-09-14 14:40;02:21 Min;1.0872596;-77.6199132
TUQUERRES;8570953;28393705;Ges. Energetica;2023-09-16 10:25;01:29 Min;1.0839461;-77.6102882
TUQUERRES;300736;28393729;Facturacion;2023-09-14 08:26;00:17 Min;1.0878882;-77.6211664
TUQUERRES;8570955;28393735;Ges. Energetica;2023-09-15 11:08;01:09 Min;1.0871213;-77.6237502
RICAURTE;8570957;28393800;Ges. Energetica;2023-09-19 10:18;01:13 Min;1.2267445;-78.0848651
TUQUERRES;8545781;28393810;Facturacion;2023-09-14 08:47;00:24 Min;1.0739997;-77.6074397
TUQUERRES;1062595;28394358;Facturacion;2023-09-14 09:29;00:18 Min;1.0894218;-77.6250723
RICAURTE;323432;28394421;Facturacion;2023-09-25 11:27;00:23 Min;1.2106409;-77.9943604
TUQUERRES;537299;28394433;Facturacion;2023-09-15 15:40;01:07 Min;1.0878051;-77.6084754
TUQUERRES;300228;28394561;Ges. Energetica;2023-09-19 09:24;01:07 Min;1.0913713;-77.6187508
GUAITARILLA;8570964;28395924;Ges. Energetica;2023-09-18 14:32;00:59 Min;1.1304492;-77.5511258
TUQUERRES;303298;28426706;Facturacion;2023-09-15 09:41;00:09 Min;1.0904846;-77.6215997
TUQUERRES;303296;28426707;Facturacion;2023-09-15 09:21;00:18 Min;1.0904999;-77.6215111
TUQUERRES;641798;28426708;Facturacion;2023-09-15 09:52;00:13 Min;1.0904245;-77.6217166
TUQUERRES;419480;28426711;Facturacion;2023-09-15 10:10;00:17 Min;1.0904414;-77.6217993
TUQUERRES;303310;28426712;Facturacion;2023-09-15 10:28;00:21 Min;1.0904123;-77.6218035
TUQUERRES;1191010;28426714;Facturacion;2023-09-15 10:49;00:41 Min;1.0904018;-77.6218479
TUQUERRES;303160;28426715;Facturacion;2023-09-15 08:49;00:12 Min;1.0906576;-77.6212632
TUQUERRES;303300;28426717;Facturacion;2023-09-15 09:04;00:16 Min;1.0905574;-77.6215191
TUQUERRES;303156;28426718;Facturacion;2023-09-15 08:24;00:12 Min;1.0906787;-77.6212005
TUQUERRES;303158;28426723;Facturacion;2023-09-15 08:37;00:12 Min;1.0906462;-77.621198
RICAURTE;646051;28427326;Control Perdidas;2023-09-14 15:30;01:43 Min;1.1888890266418457;-77.94889068603516
TUQUERRES;1014014;28427385;Facturacion;2023-09-15 08:00;00:22 Min;1.0906944;-77.6209944
TUQUERRES;1175950;28427982;Facturacion;2023-09-15 08:16;00:15 Min;1.0921626;-77.6268401
TUQUERRES;1136363;28427987;Facturacion;2023-09-15 14:00;00:30 Min;1.0921208;-77.6268505
TUQUERRES;1138102;28427992;Facturacion;2023-09-15 08:32;00:15 Min;1.0920874;-77.6268635
TUQUERRES;1123023;28427998;Facturacion;2023-09-15 08:48;00:33 Min;1.0920536;-77.6269445
TUQUERRES;1131153;28428007;Facturacion;2023-09-15 09:30;00:25 Min;1.0920081;-77.6269272
TUQUERRES;1154630;28428015;Facturacion;2023-09-15 09:55;00:35 Min;1.0920171;-77.626952
TUQUERRES;1155901;28428021;Facturacion;2023-09-15 13:00;00:18 Min;1.0920094;-77.6269645
TUQUERRES;1134523;28428028;Facturacion;2023-09-15 10:30;00:24 Min;1.0919716;-77.6269816
TUQUERRES;1139154;28428032;Facturacion;2023-09-15 10:55;00:23 Min;1.0919261;-77.6270533
TUQUERRES;1131154;28428036;Facturacion;2023-09-15 15:11;00:25 Min;1.0918347;-77.6270681
TUQUERRES;303462;28428039;Facturacion;2023-09-16 09:12;01:06 Min;1.0893128;-77.6231101
TUQUERRES;303464;28428042;Facturacion;2023-09-16 10:23;01:25 Min;1.0893909;-77.6230489
TUQUERRES;568343;28428047;Facturacion;2023-09-16 08:09;00:17 Min;1.089447;-77.6228647
TUQUERRES;303472;28428051;Facturacion;2023-09-16 08:39;00:31 Min;1.0894297;-77.6228547
TUQUERRES;8539925;28428057;Facturacion;2023-09-18 08:36;00:21 Min;1.0893509;-77.6229403
TUQUERRES;303418;28428058;Facturacion;2023-09-18 09:02;00:17 Min;1.0891626;-77.622937
TUQUERRES;1203510;28428066;Facturacion;2023-09-18 10:12;00:19 Min;1.0891991;-77.6227451
TUQUERRES;1189592;28428070;Facturacion;2023-09-18 10:55;00:25 Min;1.0892268;-77.6227459
TUQUERRES;303424;28428086;Facturacion;2023-09-18 11:20;00:39 Min;1.0892195;-77.622662
SAPUYES;308192;28449169;Facturacion;2023-09-22 13:33;00:23 Min;1.0158229;-77.6607284
GUAITARILLA;312344;28449410;Facturacion;2023-09-18 09:33;01:45 Min;1.1358622;-77.5494377
OSPINA;1166318;28484096;Ges. Energetica;2023-09-20 17:11;00:16 Min;1.0447458;-77.5574656
ILES;8570506;28496097;Facturacion;2023-09-18 12:28;00:09 Min;0.9747867;-77.5376904
TUQUERRES;1189594;28496162;Facturacion;2023-09-18 10:32;00:23 Min;1.0892394;-77.6227006
TUQUERRES;1181226;28496165;Facturacion;2023-09-20 17:00;00:32 Min;1.0779612;-77.6180821
TUQUERRES;1180608;28496177;Facturacion;2023-09-18 15:30;00:25 Min;1.0779938;-77.6180185
TUQUERRES;1180607;28496181;Facturacion;2023-09-18 15:00;00:30 Min;1.0780263;-77.618059
TUQUERRES;1180606;28496183;Facturacion;2023-09-18 14:33;00:27 Min;1.0779975;-77.6180687
TUQUERRES;1180604;28496186;Facturacion;2023-09-18 14:15;00:16 Min;1.0779329;-77.6180501
GUAITARILLA;8571162;28496251;Ges. Energetica;2023-09-20 13:30;02:00 Min;1.1602537;-77.5062945
GUAITARILLA;8571164;28496295;Ges. Energetica;2023-09-18 12:35;01:35 Min;1.12009;-77.5091074
TUQUERRES;590192;28496349;Ges. Energetica;2023-09-16 08:24;01:03 Min;1.0993728;-77.5811607
RICAURTE;323664;28510458;Facturacion;2023-09-25 13:02;00:23 Min;1.2116924;-77.994539
TUQUERRES;1132272;28532880;Facturacion;2023-09-19 10:16;00:39 Min;1.0914052;-77.6270868
TUQUERRES;1131157;28532888;Facturacion;2023-09-19 09:42;00:33 Min;1.0914092;-77.6270735
TUQUERRES;1241985;28532893;Facturacion;2023-09-19 09:12;00:29 Min;1.0914464;-77.6270074
TUQUERRES;1132603;28532899;Facturacion;2023-09-19 08:23;00:13 Min;1.0914962;-77.6269783
TUQUERRES;1131158;28532902;Facturacion;2023-09-19 08:37;00:15 Min;1.0915259;-77.6269876
TUQUERRES;8519362;28532905;Facturacion;2023-09-19 15:19;00:38 Min;1.0917547;-77.6267646
TUQUERRES;1119022;28532910;Facturacion;2023-09-19 15:04;00:14 Min;1.0917909;-77.6267857
TUQUERRES;1114264;28532915;Facturacion;2023-09-19 14:35;00:28 Min;1.0917504;-77.6267987
TUQUERRES;1192943;28532920;Facturacion;2023-09-19 11:46;00:29 Min;1.0917311;-77.6268122
TUQUERRES;1246537;28532928;Facturacion;2023-09-19 14:15;00:19 Min;1.0916918;-77.6268452
TUQUERRES;1119014;28532935;Facturacion;2023-09-19 11:00;00:45 Min;1.0916406;-77.626861
TUQUERRES;1135063;28533054;Facturacion;2023-09-19 08:35;00:13 Min;1.0858557;-77.6232879
TUQUERRES;300978;28533057;Facturacion;2023-09-19 09:02;00:08 Min;1.08595;-77.6232031
TUQUERRES;300974;28533060;Facturacion;2023-09-19 08:49;00:12 Min;1.0859812;-77.6231094
TUQUERRES;300982;28533062;Facturacion;2023-09-19 09:14;00:10 Min;1.0863217;-77.6227972
TUQUERRES;301030;28533065;Facturacion;2023-09-19 09:26;00:12 Min;1.0872252;-77.6209924
TUQUERRES;1014974;28533069;Facturacion;2023-09-19 09:39;00:13 Min;1.08614;-77.6199713
TUQUERRES;298814;28533077;Facturacion;2023-09-19 09:53;00:12 Min;1.0860944;-77.6198767
TUQUERRES;298764;28533091;Facturacion;2023-09-19 11:02;00:12 Min;1.0859913;-77.6198623
TUQUERRES;330434;28533109;Facturacion;2023-09-19 10:06;00:15 Min;1.0859473;-77.6198651
TUQUERRES;539996;28533111;Facturacion;2023-09-19 10:23;00:11 Min;1.0858301;-77.6198085
TUQUERRES;559176;28533113;Facturacion;2023-09-19 10:36;00:09 Min;1.0856818;-77.6196888
TUQUERRES;456914;28533117;Facturacion;2023-09-19 10:47;00:10 Min;1.0856296;-77.6196647
RICAURTE;1080428;28533245;Ges. Energetica;2023-09-19 11:31;00:31 Min;1.2120985;-77.9953456
SAPUYES;307242;28533262;Ges. Energetica;2023-09-19 14:21;00:45 Min;1.040018;-77.6145581
TUQUERRES;303728;28535594;Facturacion;2023-09-20 08:49;00:14 Min;1.0846219;-77.6143308
TUQUERRES;8532726;28541736;Facturacion;2023-09-20 11:36;00:27 Min;1.0845171;-77.619631
GUAITARILLA;8571245;28542409;Ges. Energetica;2023-09-20 10:39;01:51 Min;1.135914;-77.5711756
RICAURTE;1110767;28543036;Facturacion;2023-09-25 12:10;00:48 Min;1.2108837;-77.9945931
RICAURTE;323498;28543052;Facturacion;2023-09-25 10:56;00:22 Min;1.2096653;-77.9929602
ILES;8571240;28543159;Ges. Energetica;2023-09-20 10:38;00:55 Min;0.9700869;-77.5199585
TUQUERRES;1066975;28543195;Facturacion;2023-09-20 08:58;00:29 Min;1.0840375;-77.6147605
OSPINA;316286;28543318;Facturacion;2023-09-27 12:44;01:33 Min;1.0179559;-77.5601325
TUQUERRES;8571282;28551175;Ges. Energetica;2023-09-22 13:25;01:19 Min;1.1198225;-77.6087854
TUQUERRES;299570;28551211;Facturacion;2023-09-20 10:19;00:30 Min;1.0820318;-77.6168036
SAPUYES;1012803;28551232;Facturacion;2023-09-20 09:17;00:18 Min;1.0421492;-77.7229517
TUQUERRES;525152;28551242;Facturacion;2023-09-20 09:47;01:28 Min;1.1223425;-77.6358435
TUQUERRES;305920;28551245;Facturacion;2023-09-20 14:02;00:38 Min;1.1291494;-77.6381434
TUQUERRES;305838;28551252;Facturacion;2023-09-20 09:14;00:22 Min;1.1178407;-77.6336974
IMUES;1188657;28551259;Facturacion;2023-09-26 10:55;00:14 Min;1.0798622;-77.5310703
TUQUERRES;305952;28551262;Facturacion;2023-09-20 15:10;00:24 Min;1.1401861;-77.6422911
TUQUERRES;1028548;28551264;Facturacion;2023-09-20 08:37;00:24 Min;1.113798;-77.637259
SAPUYES;325424;28551268;Facturacion;2023-09-20 09:47;00:20 Min;1.0385015;-77.7077739
SAPUYES;325428;28551278;Facturacion;2023-09-20 10:12;00:18 Min;1.0370246;-77.7060949
SAPUYES;325450;28551285;Facturacion;2023-09-20 10:52;00:11 Min;1.0214538;-77.7167467
SAPUYES;326464;28551287;Facturacion;2023-09-20 14:09;00:12 Min;1.0295638;-77.6814522
SAPUYES;326462;28551289;Facturacion;2023-09-20 14:22;00:14 Min;1.0293575;-77.6820766
SAPUYES;326460;28551292;Facturacion;2023-09-20 13:44;00:12 Min;1.0394268;-77.6912456
SAPUYES;326458;28551295;Facturacion;2023-09-20 13:21;00:20 Min;1.0390547;-77.6911181
SAPUYES;1124081;28551302;Facturacion;2023-09-20 11:22;00:08 Min;1.0140595;-77.7167057
TUQUERRES;8571293;28577081;Ges. Energetica;2023-09-22 10:37;01:24 Min;1.0782083;-77.6142556
ILES;8571295;28577121;Ges. Energetica;2023-09-20 14:54;01:23 Min;0.9727958;-77.5397561
IMUES;8535929;28577319;Facturacion;2023-10-06 09:55;00:26 Min;1.0566128;-77.5001985
ILES;8571304;28578113;Ges. Energetica;2023-09-20 14:31;01:42 Min;1.0855986;-77.6181522
OSPINA;1050947;28590717;Facturacion;2023-09-27 14:45;00:17 Min;1.055391;-77.5696058
RICAURTE;413590;28590723;Facturacion;2023-09-25 13:42;00:48 Min;1.2122055;-78.0030188
TUQUERRES;8568860;28590808;Ges. Energetica;2023-09-22 16:00;00:13 Min;1.0780869;-77.6149757
TUQUERRES;298840;28591280;Facturacion;2023-09-25 14:39;00:14 Min;1.0883931;-77.6212451
TUQUERRES;1119017;28591282;Facturacion;2023-09-22 11:05;00:29 Min;1.0919636;-77.6266569
TUQUERRES;298838;28591291;Facturacion;2023-09-25 14:54;00:13 Min;1.0884004;-77.6212143
TUQUERRES;1114291;28591292;Facturacion;2023-09-22 11:37;00:20 Min;1.0919164;-77.6266053
TUQUERRES;298726;28591298;Facturacion;2023-09-25 14:24;00:15 Min;1.0884215;-77.6211726
TUQUERRES;1040490;28591307;Facturacion;2023-09-25 14:07;00:17 Min;1.0883363;-77.6213271
TUQUERRES;8537650;28591308;Facturacion;2023-09-22 14:59;00:12 Min;1.091901;-77.6266883
TUQUERRES;1165026;28591313;Facturacion;2023-09-25 11:43;00:14 Min;1.0883566;-77.6212258
TUQUERRES;1119045;28591316;Facturacion;2023-09-22 13:28;00:17 Min;1.0918938;-77.6267047
TUQUERRES;301772;28603521;Facturacion;2023-09-22 10:40;00:16 Min;1.0834448;-77.6174163
TUQUERRES;328764;28604054;Facturacion;2023-09-25 10:29;00:44 Min;1.0827558;-77.5724315
GUAITARILLA;416260;28604224;Control Perdidas;2023-09-21 16:22;01:08 Min;1.1620041131973267;-77.5111083984375
TUQUERRES;8569588;28604329;Ges. Energetica;2023-09-22 16:32;00:10 Min;1.0781826;-77.6145122
TUQUERRES;417914;28604392;Facturacion;2023-09-25 08:59;00:30 Min;1.1326746;-77.6555315
TUQUERRES;1055113;28604439;Facturacion;2023-09-27 10:40;00:22 Min;1.203526;-77.6519083
RICAURTE;424938;28604491;Control Perdidas;2023-09-21 15:29;01:30 Min;1.2172223329544067;-78.04166412353516
TUQUERRES;328898;28604868;Facturacion;2023-09-25 09:31;00:30 Min;1.0868264;-77.5735058
OSPINA;8571344;28605124;Ges. Energetica;2023-09-22 06:23;118:45 Min;1.061672;-77.564526
TUQUERRES;1165023;28605325;Facturacion;2023-09-25 12:00;00:13 Min;1.0883585;-77.6211485
TUQUERRES;1119051;28605326;Facturacion;2023-09-22 15:20;00:19 Min;1.0918312;-77.6267594
TUQUERRES;1165025;28605347;Facturacion;2023-09-25 12:29;00:16 Min;1.0883571;-77.6211117
TUQUERRES;1182644;28605352;Facturacion;2023-09-22 15:40;00:20 Min;1.0918537;-77.6267149
TUQUERRES;298728;28605415;Facturacion;2023-09-25 12:14;00:14 Min;1.0883508;-77.6211229
TUQUERRES;1123019;28605422;Facturacion;2023-09-22 16:01;00:19 Min;1.0918164;-77.6267951
NN;1236806;28605827;Ges. Energetica;2023-09-25 10:53;00:28 Min;1.2128222;-77.9955783
RICAURTE;1028908;28605834;Ges. Energetica;2023-09-25 11:39;00:11 Min;1.2135597;-77.9965813
RICAURTE;1049457;28605839;Ges. Energetica;2023-09-25 12:00;00:26 Min;1.2148727;-77.9994022
RICAURTE;1031612;28605850;Ges. Energetica;2023-09-25 12:48;00:40 Min;1.2172541;-78.0018074
RICAURTE;1014967;28605862;Ges. Energetica;2023-09-25 13:43;00:26 Min;1.2163171;-78.0011784
TUQUERRES;1036272;28609058;Facturacion;2023-09-26 14:22;02:12 Min;1.1203938;-77.6451714
TUQUERRES;8571418;28616815;Ges. Energetica;2023-09-26 08:36;00:01 Min;1.0849136;-77.6099173
MALLAMA;1149348;28616820;Facturacion;2023-09-25 10:05;00:31 Min;1.1887075;-77.9481874
MALLAMA;8567445;28626025;Ges. Energetica;2023-09-25 15:36;01:00 Min;1.1897155;-77.9145334
TUQUERRES;8571420;28630835;Ges. Energetica;2023-09-26 11:35;01:29 Min;1.0849152;-77.60997
TUQUERRES;8571421;28630853;Ges. Energetica;2023-09-26 11:22;00:18 Min;1.0849646;-77.6099475
TUQUERRES;8571422;28636621;Ges. Energetica;2023-09-26 09:30;00:31 Min;1.0849713;-77.6097339
TUQUERRES;8571423;28639286;Ges. Energetica;2023-09-26 10:40;00:33 Min;1.0850355;-77.6097468
TUQUERRES;8571424;28639309;Ges. Energetica;2023-09-26 10:00;00:31 Min;1.0848972;-77.6100708
TUQUERRES;8571425;28639327;Ges. Energetica;2023-09-26 10:53;00:33 Min;1.0849399;-77.6099766
TUQUERRES;8571426;28639349;Ges. Energetica;2023-09-26 10:24;00:28 Min;1.0847899;-77.6101097
TUQUERRES;8571427;28639411;Ges. Energetica;2023-09-26 08:36;01:18 Min;1.0849102;-77.6099002
TUQUERRES;8571429;28639439;Ges. Energetica;2023-09-26 09:55;00:23 Min;1.0849022;-77.6099494
TUQUERRES;8571431;28639455;Ges. Energetica;2023-09-26 10:18;00:35 Min;1.0849552;-77.6097802
TUQUERRES;8571432;28639472;Ges. Energetica;2023-09-26 10:54;00:26 Min;1.0849845;-77.6098531
TUQUERRES;8571434;28639480;Ges. Energetica;2023-09-26 11:20;00:22 Min;1.0850027;-77.6099267
TUQUERRES;8571436;28639499;Ges. Energetica;2023-09-26 11:43;00:20 Min;1.0849657;-77.6099482
TUQUERRES;8571439;28639510;Ges. Energetica;2023-09-26 12:04;00:18 Min;1.0849457;-77.6099595
TUQUERRES;8571440;28639522;Ges. Energetica;2023-09-26 12:22;03:05 Min;1.0849385;-77.6099527
TUQUERRES;8571442;28639559;Ges. Energetica;2023-09-26 11:09;00:21 Min;1.0849434;-77.6100309
TUQUERRES;1249694;28639707;Facturacion;2023-09-25 14:49;00:19 Min;1.0839918;-77.5943784
TUQUERRES;1107268;28639716;Facturacion;2023-09-27 12:21;00:48 Min;1.1795225;-77.6541291
TUQUERRES;1194659;28645334;Facturacion;2023-09-26 09:40;00:41 Min;1.0915276;-77.6258129
SAPUYES;325292;28655111;Ges. Energetica;2023-09-27 09:39;00:58 Min;1.0430523;-77.7253362
ILES;8571491;28656564;Ges. Energetica;2023-09-27 11:09;02:01 Min;0.9686032;-77.524757
TUQUERRES;8571499;28656616;Ges. Energetica;2023-09-26 14:05;03:14 Min;1.1094043;-77.6392759
TUQUERRES;1124939;28660511;Facturacion;2023-09-26 09:02;00:33 Min;1.0912471;-77.625326
MALLAMA;1135072;28660526;Facturacion;2023-10-06 13:56;00:21 Min;1.1980324;-77.9767417
MALLAMA;1141117;28660537;Facturacion;2023-09-26 10:55;00:29 Min;1.1209318;-77.7874562
TUQUERRES;1159550;28660565;Facturacion;2023-09-26 11:13;01:28 Min;1.078973;-77.6190316
IMUES;1069099;28660595;Facturacion;2023-09-26 09:20;00:36 Min;1.0544679;-77.4531371
IMUES;1116004;28660760;Facturacion;2023-09-26 10:05;00:22 Min;1.0523242;-77.4530279
IMUES;8571512;28660849;Ges. Energetica;2023-09-27 17:18;00:54 Min;1.0617179;-77.4665527
TUQUERRES;1075758;28660877;Facturacion;2023-09-26 10:33;00:25 Min;1.0869156;-77.6204408
TUQUERRES;1053514;28660945;Facturacion;2023-09-26 08:16;00:32 Min;1.0896328;-77.6208682
ILES;8529367;28661173;Facturacion;2023-09-27 10:30;00:20 Min;1.011226;-77.5024968
RICAURTE;1176370;28661769;Ges. Energetica;2023-10-03 10:18;00:19 Min;1.2162055;-78.0008214
RICAURTE;1145803;28661778;Ges. Energetica;2023-10-03 10:52;00:23 Min;1.2217841;-77.9972551
RICAURTE;1183763;28661781;Ges. Energetica;2023-10-03 11:21;00:23 Min;1.2215862;-77.997387
RICAURTE;1183829;28661786;Ges. Energetica;2023-10-03 12:00;00:20 Min;1.2196662;-77.997957
RICAURTE;1183820;28661796;Ges. Energetica;2023-10-03 12:28;00:19 Min;1.2190109;-77.9977246
RICAURTE;1198157;28661819;Ges. Energetica;2023-10-03 13:08;00:20 Min;1.2165072;-78.0005504
TUQUERRES;325768;28661849;Facturacion;2023-10-03 11:20;00:19 Min;1.0681597;-77.6553508
TUQUERRES;325772;28661852;Facturacion;2023-10-03 11:03;00:17 Min;1.0682143;-77.6553938
TUQUERRES;325766;28661855;Facturacion;2023-10-03 12:54;00:36 Min;1.068459;-77.6554205
TUQUERRES;1024597;28661857;Facturacion;2023-10-03 12:11;00:13 Min;1.0683598;-77.6554354
TUQUERRES;617312;28661866;Facturacion;2023-10-03 09:21;00:18 Min;1.0686026;-77.6558517
TUQUERRES;1065496;28661870;Facturacion;2023-10-03 10:40;00:21 Min;1.0685641;-77.655791
TUQUERRES;325760;28661872;Facturacion;2023-10-03 08:33;00:13 Min;1.0687399;-77.656068
TUQUERRES;325736;28661874;Facturacion;2023-10-03 08:47;00:31 Min;1.0688828;-77.6560631
TUQUERRES;1011033;28661884;Facturacion;2023-10-02 11:58;00:30 Min;1.089587;-77.6264524
TUQUERRES;1072123;28661886;Facturacion;2023-10-02 15:28;01:10 Min;1.0868903;-77.6199458
TUQUERRES;1071842;28661894;Facturacion;2023-09-26 16:40;00:43 Min;1.0868894;-77.6199508
TUQUERRES;325264;28664822;Facturacion;2023-10-02 10:10;00:22 Min;1.0836259;-77.6673919
TUQUERRES;8571577;28703707;Ges. Energetica;2023-09-27 14:45;01:18 Min;1.0897837;-77.6230861
ILES;8571578;28703726;Ges. Energetica;2023-09-27 14:27;02:06 Min;0.9937707;-77.523365
TUQUERRES;8571579;28703770;Ges. Energetica;2023-09-27 11:58;01:03 Min;1.0990742;-77.6402177
TUQUERRES;300288;28703984;Facturacion;2023-09-27 15:56;00:44 Min;1.0944093;-77.6291044
GUAITARILLA;314870;28703985;Ges. Energetica;2023-10-05 09:11;06:56 Min;1.1473613;-77.5311854
TUQUERRES;8553570;28703990;Ges. Energetica;2023-09-27 13:41;00:42 Min;1.0846833;-77.6102058
TUQUERRES;414840;28703991;Facturacion;2023-10-03 14:34;00:21 Min;1.084687;-77.6192317
TUQUERRES;1060912;28703994;Facturacion;2023-09-27 14:40;00:35 Min;1.0945057;-77.6291978
TUQUERRES;1038776;28704005;Facturacion;2023-10-02 11:06;00:16 Min;1.0895233;-77.6266389
TUQUERRES;8534741;28704026;Facturacion;2023-09-27 15:15;00:40 Min;1.0944722;-77.6292262
TUQUERRES;1243952;28704037;Facturacion;2023-10-02 11:23;00:21 Min;1.0895734;-77.626673
TUQUERRES;298796;28704039;Facturacion;2023-10-03 11:00;00:10 Min;1.0847;-77.6192964
TUQUERRES;301704;28712982;Ges. Energetica;2023-09-29 10:39;00:31 Min;1.0827924;-77.6162646
TUQUERRES;1063194;28713012;Ges. Energetica;2023-09-29 11:12;00:23 Min;1.0827938;-77.6162483
