Municipio;Contrato;Codigo;Orden;U. Genera;Generacion;Ejecucion;Duracion Odt;Acciones;latitud;longitud
PUPIALES;PRI 232.2023;281280;26201660;Ges. Energetica;2023-05-19 00:00;2023-05-23 09:18;-01:-01 Min;REVISION;0.8286416;-77.6569837
PUPIALES;PRI 232.2023;1092502;26201670;Ges. Energetica;2023-05-19 00:00;2023-05-23 08:42;00:14 Min;REVISION;0.8286438;-77.656974
CORDOBA;PRI 232.2023;8565705;26201671;Ges. Energetica;2023-05-19 00:00;2023-05-24 11:13;01:06 Min;REVISION;0.8508339;-77.5151935
IPIALES;PRI 232.2023;8565708;26201739;Ges. Energetica;2023-05-19 00:00;2023-05-23 11:05;00:48 Min;REVISION;0.8366312;-77.6296897
IPIALES;PRI 232.2023;8565709;26201747;Ges. Energetica;2023-05-19 00:00;2023-05-23 11:54;00:33 Min;REVISION;0.836607;-77.6296713
IPIALES;PRI 232.2023;8565711;26201772;Ges. Energetica;2023-05-19 00:00;2023-05-24 09:59;00:41 Min;REVISION;0.8636396;-77.5841322
IPIALES;PRI 232.2023;8565712;26201785;Ges. Energetica;2023-05-19 00:00;2023-05-23 10:03;00:45 Min;REVISION;0.8246737;-77.5906193
GUACHUCAL;PRI 232.2023;1222581;26204062;Ges. Energetica;2023-05-21 00:00;2023-05-24 15:42;00:35 Min;REVISION;0.9719644;-77.7599487
PUPIALES;PRI 232.2023;1187874;26204064;Ges. Energetica;2023-05-21 00:00;2023-05-24 12:35;00:18 Min;REVISION;0.8946785;-77.5944975
GUALMATAN;PRI 232.2023;275752;26204066;Ges. Energetica;2023-05-21 00:00;2023-05-24 13:16;00:37 Min;REVISION;0.9184056;-77.5756308
IPIALES;PRI 232.2023;583357;26204068;Ges. Energetica;2023-05-21 00:00;2023-06-29 10:15;00:22 Min;REVISION;0.7158964;-77.5907115
POTOSI;PRI 232.2023;296916;26206502;Facturacion;2023-05-23 00:00;2023-06-01 09:11;00:38 Min;REVISION;0.7918832;-77.5738244
CORDOBA;PRI 232.2023;533907;26206669;Facturacion;2023-05-23 00:00;2023-05-26 13:47;01:18 Min;REVISION;0.8696682;-77.5298358
IPIALES;PRI 232.2023;1017190;26207048;Facturacion;2023-05-23 00:00;2023-05-25 14:30;00:19 Min;REVISION;0.8336234;-77.6397323
IPIALES;PRI 232.2023;8565733;26207357;Ges. Energetica;2023-05-23 00:00;2023-05-25 15:05;01:43 Min;REVISION;0.8270911;-77.6633797
CUMBAL;PRI 232.2023;1190931;26207709;Ges. Energetica;2023-05-23 00:00;2023-05-24 10:14;00:20 Min;REVISION;0.8420604;-77.8164696
ALDANA;PRI 232.2023;274830;26207761;Ges. Energetica;2023-05-23 00:00;2023-05-25 11:34;00:33 Min;REVISION;0.9019528;-77.6872423
IPIALES;PRI 232.2023;1155215;26208130;Facturacion;2023-05-23 00:00;2023-05-23 14:28;00:26 Min;REVISION;0.8232161;-77.6283631
GUACHUCAL;PRI 232.2023;285118;26208363;Facturacion;2023-05-23 00:00;2023-05-23 11:25;00:30 Min;REVISION;0.9616111;-77.7318761
PUERRES;PRI 232.2023;548083;26208503;Facturacion;2023-05-23 00:00;2023-05-23 11:09;01:19 Min;REVISION;0.8906152;-77.5073705
IPIALES;PRI 232.2023;1205145;26208571;Facturacion;2023-05-23 00:00;2023-05-23 11:13;00:15 Min;REVISION;0.8288361;-77.6518269
IPIALES;PRI 232.2023;8565755;26208662;Ges. Energetica;2023-05-23 00:00;2023-05-24 12:03;01:04 Min;REVISION;0.8216297;-77.6630228
ALDANA;PRI 232.2023;8565758;26208807;Ges. Energetica;2023-05-23 00:00;2023-05-29 16:12;00:34 Min;REVISION;0.8739978;-77.6981717
IPIALES;PRI 232.2023;8538240;26208833;Facturacion;2023-05-23 00:00;2023-05-23 15:52;00:28 Min;REVISION;0.8268488;-77.6346769
IPIALES;PRI 232.2023;8538238;26208870;Facturacion;2023-05-23 00:00;2023-05-23 15:19;00:26 Min;REVISION;0.8268426;-77.6347327
IPIALES;PRI 232.2023;248494;26208876;Facturacion;2023-05-23 00:00;2023-05-23 11:48;01:11 Min;REVISION;0.8300039;-77.6451896
IPIALES;PRI 232.2023;8538239;26208886;Facturacion;2023-05-23 00:00;2023-05-23 15:13;00:37 Min;REVISION;0.826859;-77.6347181
IPIALES;PRI 232.2023;8538241;26208900;Facturacion;2023-05-23 00:00;2023-05-23 16:21;00:16 Min;REVISION;0.8268617;-77.634704
IPIALES;PRI 232.2023;8551664;26209432;Facturacion;2023-05-23 00:00;2023-05-24 17:21;00:17 Min;REVISION;0.827137;-77.6486571
IPIALES;PRI 232.2023;236968;26209441;Facturacion;2023-05-23 00:00;2023-05-23 14:34;00:26 Min;REVISION;0.8219258;-77.6338738
IPIALES;PRI 232.2023;1197215;26209547;Facturacion;2023-05-23 00:00;2023-05-24 16:41;00:31 Min;REVISION;0.8274094;-77.6508885
PUPIALES;PRI 232.2023;8565768;26212510;Ges. Energetica;2023-05-23 00:00;2023-05-25 10:19;01:07 Min;REVISION;0.8807767;-77.6716573
IPIALES;PRI 232.2023;1109905;26222070;Facturacion;2023-05-23 00:00;2023-05-25 14:32;00:34 Min;REVISION;0.8345727;-77.6289298
CORDOBA;PRI 232.2023;1100892;26222071;Facturacion;2023-05-23 00:00;2023-05-23 15:08;00:14 Min;REVISION;0.852532;-77.5153121
PUPIALES;PRI 232.2023;8565769;26222075;Ges. Energetica;2023-05-23 00:00;2023-05-29 14:16;01:00 Min;REVISION;0.873669;-77.6424395
CORDOBA;PRI 232.2023;1188936;26222079;Facturacion;2023-05-23 00:00;2023-05-23 16:05;00:34 Min;REVISION;0.8537359;-77.5156251
CORDOBA;PRI 232.2023;267300;26222087;Facturacion;2023-05-23 00:00;2023-05-23 15:32;00:15 Min;REVISION;0.8569573;-77.5219975
IPIALES;PRI 232.2023;1108566;26222123;Facturacion;2023-05-23 00:00;2023-05-25 13:51;00:22 Min;REVISION;0.8276012;-77.6245907
IPIALES;PRI 232.2023;1222071;26241643;Facturacion;2023-05-23 00:00;2023-05-25 11:33;00:26 Min;REVISION;0.8330269;-77.6566027
CUMBAL;PRI 232.2023;8565773;26241645;Ges. Energetica;2023-05-23 00:00;2023-05-24 12:52;00:38 Min;REVISION;0.9136455;-77.8226374
IPIALES;PRI 232.2023;236386;26241695;Facturacion;2023-05-23 00:00;2023-05-25 15:23;00:44 Min;REVISION;0.8223921;-77.6311837
IPIALES;PRI 232.2023;8546721;26241739;Facturacion;2023-05-23 00:00;2023-05-24 15:41;00:12 Min;REVISION;0.8217958;-77.6272742
IPIALES;PRI 232.2023;247516;26241770;Facturacion;2023-05-23 00:00;2023-05-23 15:48;00:44 Min;REVISION;0.8227053;-77.6348908
IPIALES;PRI 232.2023;247512;26241787;Facturacion;2023-05-23 00:00;2023-05-23 16:34;00:35 Min;REVISION;0.8226037;-77.6349839
IPIALES;PRI 232.2023;8522956;26241801;Facturacion;2023-05-23 00:00;2023-05-25 16:02;00:28 Min;REVISION;0.8263078;-77.6270844
GUALMATAN;PRI 232.2023;8565780;26241821;Ges. Energetica;2023-05-23 00:00;2023-05-24 14:41;01:06 Min;REVISION;0.9206392;-77.5689401
IPIALES;PRI 232.2023;1125732;26241825;Facturacion;2023-05-23 00:00;2023-05-24 13:57;01:01 Min;REVISION;0.8233747;-77.638929
IPIALES;PRI 232.2023;241978;26241903;Control Perdidas;2023-05-23 00:00;2023-05-23 17:04;00:53 Min;REVISION;0.8278093;-77.6418302
IPIALES;PRI 232.2023;8565783;26241915;Ges. Energetica;2023-05-23 00:00;2023-05-24 09:46;00:58 Min;REVISION;0.8281366;-77.6110359
GUACHUCAL;PRI 232.2023;1141779;26242076;Facturacion;2023-05-23 00:00;2023-06-06 12:13;01:39 Min;REVISION;0.9780372;-77.677561
ILES;PRI 232.2023;8562664;26242353;Facturacion;2023-05-23 00:00;2023-06-06 10:40;00:25 Min;REVISION;1.0093148;-77.4782938
CORDOBA;PRI 232.2023;1167580;26242490;Facturacion;2023-05-23 00:00;2023-08-08 13:13;00:39 Min;REVISION;0.8741717615726747;-77.53306232392788
CUMBAL;PRI 232.2023;1187054;26244505;Facturacion;2023-05-24 00:00;2023-05-25 13:48;00:29 Min;REVISION;0.913803;-77.7925557
GUACHUCAL;PRI 232.2023;1062655;26244668;Facturacion;2023-05-24 00:00;2023-05-29 15:58;00:46 Min;INSTALACION;0.9838239;-77.7211709
IPIALES;PRI 232.2023;1199595;26244880;Facturacion;2023-05-24 00:00;2023-05-26 16:11;00:41 Min;REVISION;0.8269495;-77.6570444
POTOSI;PRI 232.2023;436606;26244948;Facturacion;2023-05-24 00:00;2023-05-25 10:04;00:36 Min;REVISION;0.7925881;-77.540349
PUPIALES;PRI 232.2023;281540;26245101;Facturacion;2023-05-24 00:00;2023-05-26 16:31;00:55 Min;REVISION;0.9221798;-77.6514821
IPIALES;PRI 232.2023;253112;26245291;Facturacion;2023-05-24 00:00;2023-05-25 16:58;00:33 Min;REVISION;0.819148;-77.6138682
POTOSI;PRI 232.2023;296926;26245447;Facturacion;2023-05-24 00:00;2023-05-25 11:36;00:53 Min;INSTALACION;0.789577;-77.573031
IPIALES;PRI 232.2023;1208794;26245788;At. Cliente;2023-05-24 00:00;2023-05-26 09:14;00:25 Min;REVISION;0.8361505;-77.6244647
ALDANA;PRI 232.2023;273862;26245794;Ges. Energetica;2023-05-24 00:00;2023-05-25 17:09;00:28 Min;REVISION;0.9131268;-77.6871
IPIALES;PRI 232.2023;621430;26245868;Facturacion;2023-05-24 00:00;2023-05-24 11:52;00:27 Min;REVISION;0.8370184;-77.5954534
IPIALES;PRI 232.2023;1162765;26246109;Facturacion;2023-05-24 00:00;2023-05-25 12:01;00:26 Min;REVISION;0.8172817;-77.6604428
IPIALES;PRI 232.2023;442054;26246166;Facturacion;2023-05-24 00:00;2023-05-25 15:21;00:19 Min;REVISION;0.838389;-77.6209885
IPIALES;PRI 232.2023;258148;26246175;Facturacion;2023-05-24 00:00;2023-05-25 10:55;00:19 Min;REVISION;0.7828622;-77.6594426
IPIALES;PRI 232.2023;1021927;26246206;Facturacion;2023-05-24 00:00;2023-05-26 11:43;00:23 Min;REVISION;0.829356;-77.5980113
IPIALES;PRI 232.2023;474620;26246273;Facturacion;2023-05-24 00:00;2023-05-24 15:11;00:54 Min;REVISION;0.811999;-77.6022473
IPIALES;PRI 232.2023;1125733;26246718;Facturacion;2023-05-24 00:00;2023-05-24 14:19;00:38 Min;REVISION;0.8233528;-77.6388949
IPIALES;PRI 232.2023;243066;26246775;Facturacion;2023-05-24 00:00;2023-05-24 14:33;00:16 Min;REVISION;0.8279174;-77.6249152
IPIALES;PRI 232.2023;533915;26246976;Ges. Energetica;2023-05-24 00:00;2023-05-25 10:34;01:41 Min;REVISION;0.8836999;-77.5688167
IPIALES;PRI 232.2023;1184352;26246983;Ges. Energetica;2023-05-24 00:00;2023-05-25 12:17;00:21 Min;REVISION;0.8835576;-77.568782
IPIALES;PRI 232.2023;403366;26247418;Facturacion;2023-05-24 00:00;2023-05-29 14:19;01:25 Min;REVISION;0.829044;-77.6541506
GUALMATAN;PRI 232.2023;8547768;26247665;Facturacion;2023-05-24 00:00;2023-05-26 12:01;00:27 Min;REVISION;0.9064942;-77.590535
IPIALES;PRI 232.2023;8565843;26247763;Ges. Energetica;2023-05-24 00:00;2023-05-25 12:39;00:25 Min;REVISION;0.8395762;-77.6781465
IPIALES;PRI 232.2023;8565846;26247870;Ges. Energetica;2023-05-24 00:00;2023-05-25 13:04;01:55 Min;REVISION;0.839734;-77.6782589
CUMBAL;PRI 232.2023;284774;26247899;Ges. Energetica;2023-05-24 00:00;2023-05-25 10:38;01:59 Min;INSTALACION;0.8395164;-77.7880086
POTOSI;PRI 232.2023;8565847;26248091;Ges. Energetica;2023-05-24 00:00;2023-05-25 13:37;00:46 Min;REVISION;0.8228237;-77.5498712
POTOSI;PRI 232.2023;8565848;26248112;Ges. Energetica;2023-05-24 00:00;2023-05-25 11:49;01:48 Min;REVISION;0.8069807;-77.5750515
IPIALES;PRI 232.2023;8565849;26248120;Ges. Energetica;2023-05-24 00:00;2023-05-25 13:54;01:03 Min;REVISION;0.8308672;-77.6217869
IPIALES;PRI 232.2023;8565850;26248139;Ges. Energetica;2023-05-24 00:00;2023-05-29 15:22;01:22 Min;REVISION;0.8299958;-77.6413952
IPIALES;PRI 232.2023;8565851;26248159;Ges. Energetica;2023-05-24 00:00;2023-05-25 15:10;00:26 Min;REVISION;0.8260298;-77.6245215
ALDANA;PRI 232.2023;8565852;26248185;Ges. Energetica;2023-05-24 00:00;2023-05-29 12:21;00:34 Min;REVISION;0.8836827;-77.6998141
IPIALES;PRI 232.2023;290876;26250118;Facturacion;2023-05-25 00:00;2023-05-25 08:20;00:18 Min;REVISION;0.8339587;-77.6484649
IPIALES;PRI 232.2023;8565858;26250741;Ges. Energetica;2023-05-25 00:00;2023-05-25 17:02;00:17 Min;REVISION;0.8269305;-77.6634479
IPIALES;PRI 232.2023;8565859;26250777;Ges. Energetica;2023-05-25 00:00;2023-05-25 17:19;00:12 Min;REVISION;0.8268373;-77.6633939
IPIALES;PRI 232.2023;1179522;26250781;Facturacion;2023-05-25 00:00;2023-05-29 10:08;00:12 Min;REVISION;0.8323739;-77.6025395
IPIALES;PRI 232.2023;8565861;26264003;Ges. Energetica;2023-05-25 00:00;2023-05-25 17:32;00:12 Min;REVISION;0.8268672;-77.6634469
IPIALES;PRI 232.2023;1180570;26264492;Ges. Energetica;2023-05-25 00:00;2023-06-05 16:55;00:17 Min;REVISION;0.8220215;-77.63612
IPIALES;PRI 232.2023;1141012;26264717;Facturacion;2023-05-25 00:00;2023-05-26 11:11;00:32 Min;REVISION;0.8335416;-77.6500571
GUALMATAN;PRI 232.2023;596826;26264748;Facturacion;2023-05-25 00:00;2023-05-26 11:13;00:15 Min;REVISION;0.9096269;-77.58885
GUALMATAN;PRI 232.2023;276112;26264762;Facturacion;2023-05-25 00:00;2023-05-26 09:29;01:43 Min;REVISION;0.9096751;-77.5887363
IPIALES;PRI 232.2023;1029211;26265197;Facturacion;2023-05-25 00:00;2023-05-26 10:17;00:19 Min;REVISION;0.8225192;-77.6255034
POTOSI;PRI 232.2023;293460;26266228;Facturacion;2023-05-25 00:00;2023-06-01 13:06;00:13 Min;REVISION;0.805573;-77.5750071
CONTADERO;PRI 232.2023;289388;26266241;Facturacion;2023-05-25 00:00;2023-05-26 16:40;00:36 Min;REVISION;0.9078288;-77.5487538
IPIALES;PRI 232.2023;250890;26266399;Ges. Energetica;2023-05-25 00:00;2023-05-25 16:11;01:01 Min;REVISION;0.8249141;-77.6415987
IPIALES;PRI 232.2023;1163044;26266415;Ges. Energetica;2023-05-25 00:00;2023-06-02 17:04;00:25 Min;INSTALACION;0.8332941;-77.6773109
CUMBAL;PRI 232.2023;8565878;26266851;Ges. Energetica;2023-05-25 00:00;2023-05-30 15:58;00:46 Min;REVISION;0.9054962;-77.7855937
IPIALES;PRI 232.2023;8565879;26266933;Ges. Energetica;2023-05-25 00:00;2023-05-30 07:53;04:57 Min;REVISION;0.8372499;-77.6486427
CUMBAL;PRI 232.2023;8565880;26266958;Ges. Energetica;2023-05-25 00:00;2023-05-30 11:18;00:32 Min;REVISION;0.9237225;-77.8015254
CUASPUD;PRI 232.2023;8565881;26267054;Ges. Energetica;2023-05-25 00:00;2023-05-30 10:26;01:39 Min;REVISION;0.85306;-77.7062688
ALDANA;PRI 232.2023;1133172;26267089;Facturacion;2023-05-25 00:00;2023-05-27 09:52;00:21 Min;REVISION;0.8825044;-77.7008419
IPIALES;PRI 232.2023;8565884;26267096;Ges. Energetica;2023-05-25 00:00;2023-05-31 10:03;00:35 Min;REVISION;0.8408011;-77.5648723
CORDOBA;PRI 232.2023;8565885;26267120;Ges. Energetica;2023-05-25 00:00;2023-06-08 13:48;01:26 Min;REVISION;0.8298862;-77.4625165
IPIALES;PRI 232.2023;8565887;26267137;Ges. Energetica;2023-05-25 00:00;2023-05-30 15:50;00:-10 Min;REVISION;0.835361;-77.6463914
IPIALES;PRI 232.2023;8533382;26269060;Facturacion;2023-05-26 00:00;2023-05-29 15:57;00:16 Min;REVISION;0.8254228;-77.6555867
CUMBAL;PRI 232.2023;262586;26269281;Facturacion;2023-05-26 00:00;2023-05-26 13:18;00:20 Min;REVISION;0.9068052;-77.6071068
IPIALES;PRI 232.2023;1032568;26306378;Facturacion;2023-05-26 00:00;2023-05-27 09:23;00:29 Min;REVISION;0.8363415;-77.6351232
IPIALES;PRI 232.2023;1224422;26306731;Facturacion;2023-05-26 00:00;2023-05-29 10:46;00:24 Min;REVISION;0.8204622;-77.6229668
GUACHUCAL;PRI 232.2023;1017278;26306817;Facturacion;2023-05-26 00:00;2023-05-29 10:29;00:24 Min;REVISION;0.9391384;-77.7448655
GUACHUCAL;PRI 232.2023;287334;26306863;Facturacion;2023-05-26 00:00;2023-05-29 09:51;00:28 Min;REVISION;0.9394898;-77.7337679
CUMBAL;PRI 232.2023;1157856;26306998;Facturacion;2023-05-26 00:00;2023-09-08 07:05;00:14 Min;REVISION;0.8849318;-78.0179884
IPIALES;PRI 232.2023;289922;26306999;Facturacion;2023-05-26 00:00;2023-05-26 10:30;00:53 Min;REVISION;0.8739655;-77.5704307
IPIALES;PRI 232.2023;1088515;26307207;Facturacion;2023-05-26 00:00;2023-05-27 09:02;00:13 Min;REVISION;0.8346792;-77.6346512
CORDOBA;PRI 232.2023;1095540;26307351;Facturacion;2023-05-26 00:00;2023-05-26 12:30;00:19 Min;REVISION;0.858395;-77.5186284
CORDOBA;PRI 232.2023;424380;26307368;Facturacion;2023-05-26 00:00;2023-05-26 13:24;00:14 Min;REVISION;0.865313;-77.5232223
CORDOBA;PRI 232.2023;1204429;26307379;Facturacion;2023-05-26 00:00;2023-05-26 12:54;00:21 Min;REVISION;0.8582313;-77.5195204
CORDOBA;PRI 232.2023;273170;26307399;Facturacion;2023-05-26 00:00;2023-05-26 11:06;00:20 Min;REVISION;0.8507053;-77.5134969
CONTADERO;PRI 232.2023;8535627;26307630;Facturacion;2023-05-26 00:00;2023-05-29 09:57;01:39 Min;REVISION;0.9391762;-77.5311947
GUALMATAN;PRI 232.2023;276450;26307639;Control Perdidas;2023-05-26 00:00;2023-05-26 12:25;01:31 Min;REVISION;0.9054938;-77.5460687
CORDOBA;PRI 232.2023;554245;26307745;Facturacion;2023-05-26 00:00;2023-05-29 14:46;00:24 Min;REVISION;0.8596768;-77.5240754
ALDANA;PRI 232.2023;239918;26307797;Ges. Energetica;2023-05-26 00:00;2023-06-01 10:16;00:21 Min;REVISION;0.8395419;-77.6768484
CORDOBA;PRI 232.2023;541680;26307887;Facturacion;2023-05-26 00:00;2023-05-29 10:22;00:40 Min;REVISION;0.8545977;-77.5492801
ALDANA;PRI 232.2023;1081586;26307890;Ges. Energetica;2023-05-26 00:00;2023-05-29 15:18;00:37 Min;REVISION;0.8756847;-77.6999505
ALDANA;PRI 232.2023;1254242;26307907;Ges. Energetica;2023-05-26 00:00;2023-05-29 13:31;01:00 Min;REVISION;0.8813167;-77.6970905
ALDANA;PRI 232.2023;273402;26307912;Ges. Energetica;2023-05-26 00:00;2023-05-29 14:39;00:32 Min;REVISION;0.8827816;-77.7008771
PUPIALES;PRI 232.2023;1041895;26309410;Control Perdidas;2023-05-26 00:00;2023-05-26 14:23;00:44 Min;REVISION;0.9227454;-77.6139208
CUMBAL;PRI 232.2023;260808;26309488;Ges. Energetica;2023-05-26 00:00;2023-06-01 11:25;00:15 Min;REVISION;0.907305;-77.7898908
PUPIALES;PRI 232.2023;279888;26309543;Ges. Energetica;2023-05-26 00:00;2023-06-07 17:02;00:44 Min;REVISION;0.858273;-77.6138629
PUPIALES;PRI 232.2023;282544;26309558;Ges. Energetica;2023-05-26 00:00;2023-06-01 10:12;00:38 Min;REVISION;0.8601441;-77.6371973
PUPIALES;PRI 232.2023;278622;26309574;Ges. Energetica;2023-05-26 00:00;2023-05-29 15:44;00:26 Min;REVISION;0.8710175;-77.6404403
CUMBAL;PRI 232.2023;277170;26309592;Facturacion;2023-05-26 00:00;2023-05-31 11:24;01:12 Min;INSTALACION;0.8028796;-77.854959
PUPIALES;PRI 232.2023;1146446;26309597;Ges. Energetica;2023-05-26 00:00;2023-05-29 17:37;00:30 Min;REVISION;0.8674141;-77.6322713
PUPIALES;PRI 232.2023;1128269;26309610;Ges. Energetica;2023-05-26 00:00;2023-05-29 16:46;00:26 Min;REVISION;0.8692936;-77.6428895
PUPIALES;PRI 232.2023;1105845;26309620;Ges. Energetica;2023-05-26 00:00;2023-05-29 16:15;73:42 Min;INSTALACION;0.8705407;-77.6411548
CUMBAL;PRI 232.2023;1149003;26309630;Ges. Energetica;2023-05-26 00:00;2023-06-01 11:55;00:13 Min;REVISION;0.9083186;-77.7903497
IPIALES;PRI 232.2023;1006848;26309634;Ges. Energetica;2023-05-26 00:00;2023-05-29 17:13;00:18 Min;REVISION;0.8411649;-77.6745041
IPIALES;PRI 232.2023;1036162;26309661;Control Perdidas;2023-05-26 00:00;2023-05-26 14:40;00:40 Min;REVISION;0.8224567;-77.63725
IPIALES;PRI 232.2023;1134877;26309672;Ges. Energetica;2023-05-26 00:00;2023-05-31 10:10;00:12 Min;REVISION;0.8252787;-77.665946
IPIALES;PRI 232.2023;1156488;26309713;Ges. Energetica;2023-05-26 00:00;2023-05-27 10:06;00:14 Min;REVISION;0.8261714;-77.6689296
IPIALES;PRI 232.2023;510866;26309720;Ges. Energetica;2023-05-26 00:00;2023-06-02 14:14;00:06 Min;REVISION;0.8240219;-77.6480223
IPIALES;PRI 232.2023;539642;26309737;Ges. Energetica;2023-05-26 00:00;2023-05-29 14:50;00:20 Min;INSTALACION;0.8381113;-77.6378046
ALDANA;PRI 232.2023;284950;26309739;Ges. Energetica;2023-05-26 00:00;2023-06-05 16:05;00:23 Min;REVISION;0.9615901;-77.6823409
ALDANA;PRI 232.2023;568448;26309763;Ges. Energetica;2023-05-26 00:00;2023-06-08 10:29;00:21 Min;REVISION;0.8840049;-77.7007524
CUASPUD;PRI 232.2023;1013936;26309866;Ges. Energetica;2023-05-26 00:00;2023-06-05 12:05;00:14 Min;REVISION;0.862918;-77.7254225
CUASPUD;PRI 232.2023;1181927;26309882;Ges. Energetica;2023-05-26 00:00;2023-06-05 11:39;00:20 Min;REVISION;0.8624645;-77.7261701
GUACHUCAL;PRI 232.2023;286936;26309888;Facturacion;2023-05-26 00:00;2023-05-29 12:12;00:43 Min;REVISION;0.9481663;-77.7329198
CUASPUD;PRI 232.2023;271010;26309983;Ges. Energetica;2023-05-26 00:00;2023-05-30 15:17;00:20 Min;REVISION;0.8630475;-77.7336861
IPIALES;PRI 232.2023;1070626;26310002;Control Perdidas;2023-05-26 00:00;2023-05-26 15:37;01:36 Min;REVISION;0.8360512;-77.6783588
CUASPUD;PRI 232.2023;271650;26310007;Ges. Energetica;2023-05-26 00:00;2023-06-05 12:31;00:43 Min;REVISION;0.8677552;-77.7164711
CUASPUD;PRI 232.2023;271376;26310020;Ges. Energetica;2023-05-26 00:00;2023-05-30 15:55;00:52 Min;REVISION;0.8415075;-77.7551264
IPIALES;PRI 232.2023;1001617;26310195;Ges. Energetica;2023-05-26 00:00;2023-05-29 11:18;01:30 Min;REVISION;0.8234187;-77.6362606
IPIALES;PRI 232.2023;240252;26310214;Ges. Energetica;2023-05-26 00:00;2023-05-29 12:51;00:10 Min;REVISION;0.82366;-77.6371345
IPIALES;PRI 232.2023;438254;26310224;Ges. Energetica;2023-05-26 00:00;2023-05-29 14:10;00:09 Min;REVISION;0.8257452;-77.6410264
IPIALES;PRI 232.2023;240528;26310259;Ges. Energetica;2023-05-26 00:00;2023-05-29 14:21;00:19 Min;REVISION;0.8264094;-77.6417215
IPIALES;PRI 232.2023;240576;26310264;Ges. Energetica;2023-05-26 00:00;2023-06-07 11:35;00:40 Min;REVISION;0.8263033;-77.6416439
IPIALES;PRI 232.2023;240662;26310294;Ges. Energetica;2023-05-26 00:00;2023-06-01 10:52;00:18 Min;REVISION;0.8246639;-77.6386827
IPIALES;PRI 232.2023;240352;26310318;Ges. Energetica;2023-05-26 00:00;2023-06-02 15:05;00:17 Min;REVISION;0.824968;-77.6390545
IPIALES;PRI 232.2023;8556709;26310323;Facturacion;2023-05-26 00:00;2023-05-30 10:26;00:23 Min;REVISION;0.8005151;-77.6277597
IPIALES;PRI 232.2023;550721;26310330;Ges. Energetica;2023-05-26 00:00;2023-06-05 12:12;00:56 Min;INSTALACION;0.8216679;-77.6563178
IPIALES;PRI 232.2023;1097359;26310410;Control Perdidas;2023-05-26 00:00;2023-05-26 16:23;00:56 Min;REVISION;0.8276106;-77.6623724
IPIALES;PRI 232.2023;462468;26310533;Ges. Energetica;2023-05-26 00:00;2023-05-27 09:06;151:03 Min;REVISION;0.8240969;-77.6608633
IPIALES;PRI 232.2023;8565942;26310540;Ges. Energetica;2023-05-26 00:00;2023-05-27 09:34;01:08 Min;REVISION;0.8276267;-77.5781933
IPIALES;PRI 232.2023;8565944;26310559;Ges. Energetica;2023-05-26 00:00;2023-05-27 10:22;00:36 Min;REVISION;0.830571;-77.6537803
IPIALES;PRI 232.2023;1159158;26310576;Ges. Energetica;2023-05-26 00:00;2023-05-31 10:39;00:13 Min;REVISION;0.8250476;-77.6508996
IPIALES;PRI 232.2023;247500;26310606;Ges. Energetica;2023-05-26 00:00;2023-06-01 10:22;00:15 Min;REVISION;0.8224516;-77.6349672
IPIALES;PRI 232.2023;8565947;26310652;Ges. Energetica;2023-05-26 00:00;2023-05-27 09:19;01:02 Min;REVISION;0.8299154;-77.657482
CUMBAL;PRI 232.2023;549777;26310664;Ges. Energetica;2023-05-26 00:00;2023-06-01 10:27;00:56 Min;REVISION;0.8216942;-77.8392407
CUMBAL;PRI 232.2023;401412;26310665;Ges. Energetica;2023-05-26 00:00;2023-05-30 15:06;00:19 Min;REVISION;0.9031292;-77.8224885
CUMBAL;PRI 232.2023;277622;26310668;Ges. Energetica;2023-05-26 00:00;2023-06-01 12:10;00:52 Min;INSTALACION;0.8331311;-77.8412576
IPIALES;PRI 232.2023;8565949;26310669;Ges. Energetica;2023-05-26 00:00;2023-05-27 10:28;01:13 Min;REVISION;0.8266157;-77.6684247
CUMBAL;PRI 232.2023;1123070;26310675;Ges. Energetica;2023-05-26 00:00;2023-06-02 13:50;00:25 Min;REVISION;0.9030919;-77.7917452
CUMBAL;PRI 232.2023;259652;26310680;Ges. Energetica;2023-05-26 00:00;2023-06-01 12:14;00:15 Min;REVISION;0.9086666;-77.7938591
CUMBAL;PRI 232.2023;1062123;26310689;Ges. Energetica;2023-05-26 00:00;2023-06-01 12:40;00:36 Min;REVISION;0.9046911;-77.7909482
IPIALES;PRI 232.2023;8565950;26310692;Ges. Energetica;2023-05-26 00:00;2023-05-27 10:29;01:08 Min;REVISION;0.826671;-77.6684923
CUMBAL;PRI 232.2023;604282;26310693;Ges. Energetica;2023-05-26 00:00;2023-06-01 14:16;00:49 Min;REVISION;0.935344;-77.8429191
CUMBAL;PRI 232.2023;432066;26310695;Ges. Energetica;2023-05-26 00:00;2023-05-30 13:20;00:26 Min;REVISION;0.9230029;-77.8219339
CUMBAL;PRI 232.2023;277584;26310700;Ges. Energetica;2023-05-26 00:00;2023-06-01 11:27;00:27 Min;REVISION;0.8259097;-77.838578
CUMBAL;PRI 232.2023;535771;26310705;Ges. Energetica;2023-05-26 00:00;2023-05-30 14:12;00:28 Min;REVISION;0.9218259;-77.8435965
CUMBAL;PRI 232.2023;1125092;26310711;Ges. Energetica;2023-05-26 00:00;2023-06-01 14:03;00:36 Min;REVISION;0.8432112;-77.8207067
